submission_date,new_case,new_death,Admin_Dose_1_Daily,Administered_Dose1_Pop_Pct,Series_Complete_Daily,Series_Complete_Pop_Pct,Booster_Daily,Additional_Doses_Vax_Pct,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips >=500
2020-04-18,293,14,,,,,,,2563252.0,7924832.0,34252397.0,16876.0
2020-04-19,354,19,,,,,,,2682910.0,7805174.0,27719288.0,17131.0
2020-04-20,292,15,,,,,,,2503240.0,7984844.0,31198449.0,21011.0
2020-04-21,218,18,,,,,,,2485723.0,8002361.0,32612129.0,12418.0
2020-04-22,297,20,,,,,,,2444658.0,8043426.0,32864325.0,10825.0
2020-04-23,396,13,,,,,,,2498846.0,7989238.0,30749165.0,12321.0
2020-04-24,470,17,,,,,,,2365505.0,8122579.0,34147474.0,11328.0
2020-04-25,433,16,,,,,,,2592071.0,7896013.0,31077315.0,12398.0
2020-04-26,295,21,,,,,,,2736157.0,7751927.0,28838211.0,11899.0
2020-04-27,411,24,,,,,,,2388070.0,8100014.0,33731294.0,12098.0
2020-04-28,447,15,,,,,,,2367037.0,8121047.0,34277524.0,12995.0
2020-04-29,357,15,,,,,,,2408720.0,8079364.0,33440657.0,11274.0
2020-04-30,566,19,,,,,,,2449075.0,8039009.0,32023700.0,10958.0
2020-05-01,408,14,,,,,,,2253289.0,8234795.0,35294147.0,10315.0
2020-05-02,467,17,,,,,,,2383197.0,8104887.0,34216790.0,10872.0
2020-05-03,339,13,,,,,,,2596522.0,7891562.0,30889448.0,11939.0
2020-05-04,239,19,,,,,,,2346698.0,8141386.0,34769319.0,11712.0
2020-05-05,316,18,,,,,,,2334328.0,8153756.0,33722629.0,9309.0
2020-05-06,438,25,,,,,,,2327543.0,8160541.0,33858542.0,14700.0
2020-05-07,631,12,,,,,,,2241140.0,8246944.0,34982352.0,20124.0
2020-05-08,504,19,,,,,,,2253485.0,8234599.0,35242994.0,9910.0
2020-05-09,466,19,,,,,,,2351254.0,8136830.0,35201523.0,9949.0
2020-05-10,484,11,,,,,,,2463413.0,8024671.0,31045921.0,10244.0
2020-05-11,267,25,,,,,,,2062710.0,8425374.0,36043029.0,14048.0
2020-05-12,326,15,,,,,,,2028906.0,8459178.0,37191489.0,11244.0
2020-05-13,431,18,,,,,,,2083883.0,8404201.0,34944703.0,17127.0
2020-05-14,690,14,,,,,,,2038763.0,8449321.0,35752688.0,19161.0
2020-05-15,811,14,,,,,,,2028041.0,8460043.0,36128178.0,21455.0
2020-05-16,736,8,,,,,,,2134982.0,8353102.0,35533276.0,22086.0
2020-05-17,481,11,,,,,,,2057040.0,8431044.0,34736430.0,12974.0
2020-05-18,409,15,,,,,,,1794490.0,8693594.0,38258293.0,7435.0
2020-05-19,517,12,,,,,,,1886771.0,8601313.0,35429981.0,10677.0
2020-05-20,509,19,,,,,,,1863258.0,8624826.0,35202487.0,13668.0
2020-05-21,812,15,,,,,,,1774434.0,8713650.0,36099515.0,18254.0
2020-05-22,789,18,,,,,,,1609189.0,8878895.0,39978342.0,21597.0
2020-05-23,944,20,,,,,,,1812727.0,8675357.0,38399624.0,20926.0
2020-05-24,568,22,,,,,,,2260805.0,8227279.0,30477626.0,40427.0
2020-05-25,556,19,,,,,,,2259859.0,8228225.0,29921716.0,40937.0
2020-05-26,463,32,,,,,,,2016048.0,8472036.0,33409161.0,44473.0
2020-05-27,618,28,,,,,,,2090580.0,8397504.0,33812704.0,25586.0
2020-05-28,658,25,,,,,,,2099349.0,8388735.0,34229603.0,13892.0
2020-05-29,1140,19,,,,,,,2301751.0,8186333.0,33750347.0,10392.0
2020-05-30,1059,20,,,,,,,2346691.0,8141393.0,34054857.0,11012.0
2020-05-31,905,19,,,,,,,2382087.0,8105997.0,31547066.0,13221.0
2020-06-01,779,21,,,,,,,2052835.0,8435249.0,34772706.0,14379.0
2020-06-02,629,17,,,,,,,2127890.0,8360194.0,34674276.0,17782.0
2020-06-03,819,21,,,,,,,1901572.0,8586512.0,37688059.0,20045.0
2020-06-04,1209,19,,,,,,,1945289.0,8542795.0,35813458.0,17747.0
2020-06-05,1253,10,,,,,,,1940945.0,8547139.0,36911994.0,18890.0
2020-06-06,1321,21,,,,,,,2252963.0,8235121.0,32759492.0,17561.0
2020-06-07,935,17,,,,,,,2320173.0,8167911.0,29811100.0,23873.0
2020-06-08,1110,13,,,,,,,1944167.0,8543917.0,36038212.0,17596.0
2020-06-09,828,21,,,,,,,2071705.0,8416379.0,34416068.0,20825.0
2020-06-10,860,13,,,,,,,2093569.0,8394515.0,33826627.0,27891.0
2020-06-11,1268,12,,,,,,,2007543.0,8480541.0,34575490.0,24728.0
2020-06-12,1623,12,,,,,,,2017525.0,8470559.0,35607820.0,18178.0
2020-06-13,1493,12,,,,,,,2094763.0,8393321.0,35651350.0,14878.0
2020-06-14,1346,21,,,,,,,2318115.0,8169969.0,29248079.0,19037.0
2020-06-15,1081,23,,,,,,,2231360.0,8256724.0,30846514.0,19107.0
2020-06-16,952,8,,,,,,,2249362.0,8238722.0,32058979.0,16778.0
2020-06-17,854,9,,,,,,,2129428.0,8358656.0,34653589.0,15589.0
2020-06-18,1367,13,,,,,,,2073381.0,8414703.0,35217334.0,16575.0
2020-06-19,1604,16,,,,,,,2048322.0,8439762.0,33892441.0,18946.0
2020-06-20,1476,17,,,,,,,2213314.0,8274770.0,32774876.0,19829.0
2020-06-21,1277,12,,,,,,,2372176.0,8115908.0,29713629.0,20168.0
2020-06-22,1104,20,,,,,,,2113154.0,8374930.0,32443431.0,22313.0
2020-06-23,1017,9,,,,,,,2047178.0,8440906.0,34705497.0,22211.0
2020-06-24,1287,18,,,,,,,2154813.0,8333271.0,32888800.0,18872.0
2020-06-25,1357,12,,,,,,,2083202.0,8404882.0,33876525.0,20101.0
2020-06-26,1604,17,,,,,,,2061865.0,8426219.0,34601473.0,20914.0
2020-06-27,1747,15,,,,,,,2169973.0,8318111.0,34127374.0,18601.0
2020-06-28,1528,12,,,,,,,2286389.0,8201695.0,29158803.0,24949.0
2020-06-29,1313,12,,,,,,,2224993.0,8263091.0,31919941.0,24455.0
2020-06-30,1240,17,,,,,,,2176888.0,8311196.0,31444096.0,30625.0
2020-07-01,1873,22,,,,,,,2100810.0,8387274.0,32123696.0,32345.0
2020-07-02,1577,11,,,,,,,2261871.0,8226213.0,35956658.0,21339.0
2020-07-03,2049,12,,,,,,,2384643.0,8103441.0,34406539.0,20803.0
2020-07-04,1444,12,,,,,,,2539830.0,7948254.0,29435623.0,17795.0
2020-07-05,1402,17,,,,,,,2345077.0,8143007.0,27881418.0,37452.0
2020-07-06,1425,19,,,,,,,2291699.0,8196385.0,30288897.0,35131.0
2020-07-07,1369,19,,,,,,,2226528.0,8261556.0,30587085.0,29502.0
2020-07-08,1577,14,,,,,,,2204891.0,8283193.0,30667409.0,30702.0
2020-07-09,1993,17,,,,,,,2198459.0,8289625.0,31363371.0,28686.0
2020-07-10,1991,12,,,,,,,2160664.0,8327420.0,32301249.0,31233.0
2020-07-11,2235,24,,,,,,,2316474.0,8171610.0,30814210.0,32169.0
2020-07-12,1987,17,,,,,,,2428428.0,8059656.0,26823328.0,39656.0
2020-07-13,1808,27,,,,,,,2176370.0,8311714.0,29728423.0,32869.0
2020-07-14,2075,13,,,,,,,2239270.0,8248814.0,31460650.0,28308.0
2020-07-15,1914,25,,,,,,,2180224.0,8307860.0,31702257.0,24372.0
2020-07-16,2006,16,,,,,,,2219085.0,8268999.0,32187147.0,19598.0
2020-07-17,1964,22,,,,,,,2209392.0,8278692.0,32032592.0,16796.0
2020-07-18,2342,23,,,,,,,2394293.0,8093791.0,30819800.0,18488.0
2020-07-19,1773,17,,,,,,,2588319.0,7899765.0,26819269.0,25452.0
2020-07-20,1319,20,,,,,,,2465543.0,8022541.0,31007711.0,16200.0
2020-07-21,1895,31,,,,,,,2341186.0,8146898.0,31052609.0,21174.0
2020-07-22,1813,25,,,,,,,2279025.0,8209059.0,31420196.0,22401.0
2020-07-23,2411,27,,,,,,,2331849.0,8156235.0,30322485.0,23969.0
2020-07-24,2236,31,,,,,,,2200177.0,8287907.0,32558578.0,24818.0
2020-07-25,2032,22,,,,,,,2388638.0,8099446.0,30133405.0,23100.0
2020-07-26,1787,23,,,,,,,2426931.0,8061153.0,29994583.0,29836.0
2020-07-27,1569,21,,,,,,,2354811.0,8133273.0,32284251.0,32942.0
2020-07-28,2028,32,,,,,,,2244654.0,8243430.0,33194004.0,29402.0
2020-07-29,1607,25,,,,,,,2300234.0,8187850.0,32148343.0,29443.0
2020-07-30,2357,25,,,,,,,2187639.0,8300445.0,32955558.0,32528.0
2020-07-31,1926,32,,,,,,,2245756.0,8242328.0,32156170.0,31919.0
2020-08-01,1965,30,,,,,,,2432933.0,8055151.0,30469906.0,33432.0
2020-08-02,1388,41,,,,,,,2589865.0,7898219.0,26964661.0,28213.0
2020-08-03,1356,25,,,,,,,2312699.0,8175385.0,30703093.0,21891.0
2020-08-04,1555,24,,,,,,,2308166.0,8179918.0,32424343.0,14456.0
2020-08-05,1232,33,,,,,,,2245548.0,8242536.0,33474684.0,15169.0
2020-08-06,1940,25,,,,,,,2185271.0,8302813.0,33238730.0,15597.0
2020-08-07,1848,24,,,,,,,2168943.0,8319141.0,32914132.0,17282.0
2020-08-08,1757,40,,,,,,,2325091.0,8162993.0,30498577.0,18404.0
2020-08-09,1358,22,,,,,,,2440029.0,8048055.0,28852937.0,21726.0
2020-08-10,790,35,,,,,,,2272771.0,8215313.0,31457527.0,20167.0
2020-08-11,1320,33,,,,,,,2277568.0,8210516.0,32775917.0,15565.0
2020-08-12,1357,29,,,,,,,2221179.0,8266905.0,30073472.0,67512.0
2020-08-13,1767,32,,,,,,,2131746.0,8356338.0,30849657.0,80764.0
2020-08-14,1599,24,,,,,,,2024809.0,8463275.0,32789011.0,86529.0
2020-08-15,1580,16,,,,,,,2239040.0,8249044.0,29858218.0,85159.0
2020-08-16,1328,27,,,,,,,2428791.0,8059293.0,28308354.0,116361.0
2020-08-17,886,31,,,,,,,2386556.0,8101528.0,30975377.0,121441.0
2020-08-18,1269,32,,,,,,,2292653.0,8195431.0,29787420.0,133824.0
2020-08-19,1356,40,,,,,,,2207659.0,8280425.0,30953095.0,125735.0
2020-08-20,2062,26,,,,,,,2114885.0,8373199.0,31303540.0,126436.0
2020-08-21,1994,16,,,,,,,2018712.0,8469372.0,33189139.0,121551.0
2020-08-22,1760,27,,,,,,,2194559.0,8293525.0,31678411.0,124827.0
2020-08-23,1516,29,,,,,,,2499638.0,7988446.0,25740806.0,88768.0
2020-08-24,1214,28,,,,,,,2402652.0,8085432.0,27789316.0,87101.0
2020-08-25,1480,23,,,,,,,2312709.0,8175375.0,29373072.0,78396.0
2020-08-26,1405,30,,,,,,,2345695.0,8142389.0,29192332.0,57066.0
2020-08-27,2162,22,,,,,,,2336109.0,8151975.0,29692054.0,35753.0
2020-08-28,1983,25,,,,,,,2289777.0,8198307.0,30640892.0,37034.0
2020-08-29,1546,28,,,,,,,2407184.0,8080900.0,29660834.0,36830.0
2020-08-30,1661,39,,,,,,,2628923.0,7859161.0,26738562.0,46107.0
2020-08-31,1098,25,,,,,,,2426650.0,8061434.0,28463910.0,45671.0
2020-09-01,1382,27,,,,,,,2393912.0,8094172.0,30523094.0,30655.0
2020-09-02,1325,31,,,,,,,2387951.0,8100133.0,31134222.0,30640.0
2020-09-03,1971,36,,,,,,,2206271.0,8281813.0,32636929.0,37877.0
2020-09-04,1698,27,,,,,,,2334787.0,8153297.0,31446106.0,34748.0
2020-09-05,1665,24,,,,,,,2382392.0,8105692.0,32369857.0,30497.0
2020-09-06,1154,28,,,,,,,2645511.0,7842573.0,27254497.0,38067.0
2020-09-07,818,27,,,,,,,2682359.0,7805725.0,26503924.0,42683.0
2020-09-08,823,32,,,,,,,2489520.0,7998564.0,30633548.0,38224.0
2020-09-09,1063,24,,,,,,,2420436.0,8067648.0,31114415.0,36864.0
2020-09-10,1263,21,,,,,,,2393335.0,8094749.0,30242984.0,39365.0
2020-09-11,1703,35,,,,,,,2280548.0,8207536.0,32876659.0,36852.0
2020-09-12,1489,28,,,,,,,2504684.0,7983400.0,29872802.0,35373.0
2020-09-13,1102,21,,,,,,,2688075.0,7800009.0,25749928.0,49270.0
2020-09-14,813,24,,,,,,,2474508.0,8013576.0,30406090.0,40923.0
2020-09-15,1265,40,,,,,,,2429509.0,8058575.0,31870154.0,35287.0
2020-09-16,1388,23,,,,,,,2415351.0,8072733.0,31499099.0,37493.0
2020-09-17,1659,37,,,,,,,2456689.0,8031395.0,28901599.0,36628.0
2020-09-18,1562,33,,,,,,,2352437.0,8135647.0,32602829.0,33071.0
2020-09-19,1561,26,,,,,,,2475932.0,8012152.0,32821547.0,31448.0
2020-09-20,1136,18,,,,,,,2559674.0,7928410.0,27122925.0,25175.0
2020-09-21,821,28,,,,,,,2604959.0,7883125.0,27663206.0,16378.0
2020-09-22,1247,31,,,,,,,2340883.0,8147201.0,30988618.0,12958.0
2020-09-23,1147,29,,,,,,,2253011.0,8235073.0,31678601.0,11766.0
2020-09-24,1801,25,,,,,,,2229498.0,8258586.0,30953172.0,17064.0
2020-09-25,1759,30,,,,,,,2215006.0,8273078.0,30948554.0,13819.0
2020-09-26,1628,27,,,,,,,2405844.0,8082240.0,31403565.0,13259.0
2020-09-27,1256,26,,,,,,,2471038.0,8017046.0,28024406.0,13708.0
2020-09-28,799,30,,,,,,,2306430.0,8181654.0,30656675.0,12067.0
2020-09-29,1351,32,,,,,,,2335415.0,8152669.0,29899190.0,10319.0
2020-09-30,1400,32,,,,,,,2318864.0,8169220.0,31040723.0,10952.0
2020-10-01,2228,20,,,,,,,2229889.0,8258195.0,31944654.0,13748.0
2020-10-02,1994,18,,,,,,,2274467.0,8213617.0,31312460.0,10989.0
2020-10-03,2001,19,,,,,,,2457529.0,8030555.0,30480229.0,9753.0
2020-10-04,1431,27,,,,,,,2592067.0,7896017.0,26469052.0,12531.0
2020-10-05,1326,28,,,,,,,2652110.0,7835974.0,29047187.0,10043.0
2020-10-06,1388,27,,,,,,,2395202.0,8092882.0,30669143.0,9400.0
2020-10-07,1809,26,,,,,,,2330121.0,8157963.0,31781678.0,10324.0
2020-10-08,2311,26,,,,,,,2359637.0,8128447.0,29520249.0,11301.0
2020-10-09,2144,26,,,,,,,2358067.0,8130017.0,30893601.0,9630.0
2020-10-10,2173,30,,,,,,,2612329.0,7875755.0,28133577.0,8867.0
2020-10-11,1574,28,,,,,,,2685365.0,7802719.0,23712072.0,8173.0
2020-10-12,1340,22,,,,,,,2466642.0,8021442.0,28474318.0,8027.0
2020-10-13,1786,23,,,,,,,2359387.0,8128697.0,30039113.0,9929.0
2020-10-14,2062,36,,,,,,,2296064.0,8192020.0,30227741.0,13547.0
2020-10-15,2572,23,,,,,,,2381932.0,8106152.0,28296897.0,14907.0
2020-10-16,2700,27,,,,,,,2237345.0,8250739.0,31188199.0,15294.0
2020-10-17,2163,29,,,,,,,2429806.0,8058278.0,30336713.0,12807.0
2020-10-18,1710,35,,,,,,,2515089.0,7972995.0,26413532.0,12130.0
2020-10-19,1539,18,,,,,,,2330208.0,8157876.0,30467524.0,13265.0
2020-10-20,1719,41,,,,,,,2393180.0,8094904.0,30121867.0,13290.0
2020-10-21,2071,33,,,,,,,2425754.0,8062330.0,29343478.0,14029.0
2020-10-22,2498,35,,,,,,,2323784.0,8164300.0,31322617.0,12809.0
2020-10-23,2654,28,,,,,,,2187882.0,8300202.0,33974775.0,13222.0
2020-10-24,2403,22,,,,,,,2333834.0,8154250.0,33396455.0,10120.0
2020-10-25,1782,37,,,,,,,2529891.0,7958193.0,26104842.0,12889.0
2020-10-26,1757,33,,,,,,,2409451.0,8078633.0,30837605.0,11567.0
2020-10-27,2045,30,,,,,,,2405607.0,8082477.0,31293246.0,10906.0
2020-10-28,2327,28,,,,,,,2373903.0,8114181.0,30521151.0,11897.0
2020-10-29,2818,50,,,,,,,2351869.0,8136215.0,30552414.0,11927.0
2020-10-30,2739,41,,,,,,,2286887.0,8201197.0,34112325.0,10819.0
2020-10-31,2313,34,,,,,,,2453083.0,8035001.0,32768894.0,9521.0
2020-11-01,1981,34,,,,,,,2553879.0,7934205.0,29304857.0,14202.0
2020-11-02,1511,42,,,,,,,2648628.0,7839456.0,28289049.0,9174.0
2020-11-03,2297,40,,,,,,,2462751.0,8025333.0,30694403.0,7782.0
2020-11-04,2494,31,,,,,,,2479749.0,8008335.0,30660372.0,9187.0
2020-11-05,2811,33,,,,,,,2498987.0,7989097.0,33071933.0,9722.0
2020-11-06,2927,33,,,,,,,2420395.0,8067689.0,34700838.0,12099.0
2020-11-07,2504,35,,,,,,,2539559.0,7948525.0,32666869.0,14741.0
2020-11-08,2197,32,,,,,,,2897565.0,7590519.0,29762107.0,12655.0
2020-11-09,1596,38,,,,,,,2743185.0,7744899.0,32336465.0,11274.0
2020-11-10,2588,34,,,,,,,2608373.0,7879711.0,32443036.0,10327.0
2020-11-11,3126,30,,,,,,,2679632.0,7808452.0,30000871.0,13691.0
2020-11-12,3282,41,,,,,,,2696804.0,7791280.0,29360755.0,13962.0
2020-11-13,3779,37,,,,,,,2586899.0,7901185.0,32697922.0,13334.0
2020-11-14,3376,40,,,,,,,2749476.0,7738608.0,31982570.0,12114.0
2020-11-15,2774,34,,,,,,,2726516.0,7761568.0,29613061.0,22186.0
2020-11-16,2219,36,,,,,,,2755627.0,7732457.0,33173625.0,17533.0
2020-11-17,3676,37,,,,,,,2758249.0,7729835.0,33578596.0,16599.0
2020-11-18,3708,39,,,,,,,2758635.0,7729449.0,33096691.0,17305.0
2020-11-19,4367,35,,,,,,,2691795.0,7796289.0,32808160.0,17462.0
2020-11-20,4144,37,,,,,,,2639817.0,7848267.0,31055270.0,18088.0
2020-11-21,3861,46,,,,,,,2806731.0,7681353.0,30645940.0,19020.0
2020-11-22,2748,39,,,,,,,2823453.0,7664631.0,26673412.0,18473.0
2020-11-23,2410,49,,,,,,,2684935.0,7803149.0,30652978.0,17458.0
2020-11-24,3983,36,,,,,,,2668369.0,7819715.0,30392875.0,17278.0
2020-11-25,4050,34,,,,,,,2580309.0,7907775.0,31500637.0,15688.0
2020-11-26,4635,37,,,,,,,2864739.0,7623345.0,24770203.0,14192.0
2020-11-27,3377,42,,,,,,,2674009.0,7814075.0,31792228.0,16044.0
2020-11-28,3504,44,,,,,,,2741342.0,7746742.0,28989882.0,17999.0
2020-11-29,3316,48,,,,,,,2790574.0,7697510.0,27921322.0,18531.0
2020-11-30,2404,35,,,,,,,2735870.0,7752214.0,30479666.0,16372.0
2020-12-01,4303,37,,,,,,,2486322.0,8001762.0,33245159.0,14822.0
2020-12-02,5224,38,,,,,,,2449836.0,8038248.0,34149979.0,14544.0
2020-12-03,6072,43,,,,,,,2440043.0,8048041.0,34830083.0,15715.0
2020-12-04,6063,44,,,,,,,2395429.0,8092655.0,34945392.0,15240.0
2020-12-05,6153,49,,,,,,,2534422.0,7953662.0,34005482.0,16046.0
2020-12-06,5529,50,,,,,,,2668916.0,7819168.0,29302210.0,17262.0
2020-12-07,4249,51,,,,,,,2655644.0,7832440.0,29302116.0,18309.0
2020-12-08,5885,50,,,,,,,2558928.0,7929156.0,30928596.0,16514.0
2020-12-09,5965,58,,,,,,,2536107.0,7951977.0,30920292.0,16393.0
2020-12-10,7101,67,,,,,,,2524060.0,7964024.0,32121046.0,17488.0
2020-12-11,6623,65,,,,,,,2598311.0,7889773.0,32668139.0,18093.0
2020-12-12,7078,69,,,,,,,2716130.0,7771954.0,31205085.0,18573.0
2020-12-13,5416,80,121.0,0.0,25.0,0.0,0.0,0.0,2824126.0,7663958.0,26997271.0,18334.0
2020-12-14,4158,57,35.0,0.0,0.0,0.0,0.0,0.0,2633024.0,7855060.0,29452421.0,17032.0
2020-12-15,5418,81,885.0,0.0,1.0,0.0,0.0,0.0,2531246.0,7956838.0,31061593.0,14128.0
2020-12-16,6111,68,3510.0,0.0,0.0,0.0,0.0,0.0,2681653.0,7806431.0,28276191.0,16499.0
2020-12-17,7234,84,4872.0,0.11,0.0,0.0,0.0,0.0,2508980.0,7979104.0,31537642.0,15916.0
2020-12-18,7722,68,10449.0,0.23,2.0,0.0,0.0,0.0,2610452.0,7877632.0,33191461.0,16175.0
2020-12-19,6404,74,4540.0,0.28,2.0,0.0,0.0,0.0,2761647.0,7726437.0,32032082.0,16077.0
2020-12-20,5640,64,4443.0,0.39,3.0,0.0,0.0,0.0,2873923.0,7614161.0,24100396.0,13503.0
2020-12-21,4736,65,10820.0,0.53,3.0,0.0,0.0,0.0,2755127.0,7732957.0,30583056.0,12628.0
2020-12-22,5403,75,13190.0,0.73,7.0,0.0,0.0,0.0,2820738.0,7667346.0,32420342.0,17294.0
2020-12-23,6869,79,15242.0,0.9199999999999999,7.0,0.0,0.0,0.0,2850419.0,7637665.0,33414137.0,18293.0
2020-12-24,6958,66,3428.0,1.15,1.0,0.0,0.0,0.0,2929391.0,7558693.0,27803816.0,17306.0
2020-12-25,5445,77,10.0,1.18,0.0,0.0,0.0,0.0,3141040.0,7347044.0,16974623.0,14345.0
2020-12-26,4037,74,2244.0,1.18,0.0,0.0,0.0,0.0,2923439.0,7564645.0,27756977.0,17999.0
2020-12-27,2777,72,1605.0,1.21,0.0,0.0,0.0,0.0,2958734.0,7529350.0,26479383.0,16492.0
2020-12-28,4176,80,15192.0,1.42,7.0,0.0,0.0,0.0,2675409.0,7812675.0,30456007.0,14434.0
2020-12-29,4894,102,18813.0,1.6099999999999999,8.0,0.0,0.0,0.0,2611031.0,7877053.0,31329017.0,13844.0
2020-12-30,8009,83,20580.0,1.92,22.0,0.0,0.0,0.0,2581079.0,7907005.0,31731248.0,14806.0
2020-12-31,10281,94,12503.0,2.25,28.0,0.0,0.0,0.0,2556877.0,7931207.0,32087779.0,13308.0
2021-01-01,11001,81,863.0,2.34,15.0,0.0,0.0,0.0,3087015.0,7401069.0,25273003.0,13795.0
2021-01-02,6438,116,5235.0,2.38,6.0,0.0,0.0,0.0,2705224.0,7782860.0,30282585.0,14225.0
2021-01-03,6547,83,3421.0,2.4299999999999997,36.0,0.0,0.0,0.0,2962762.0,7525322.0,26577322.0,15184.0
2021-01-04,4754,83,14294.0,2.66,654.0,0.0,0.0,0.0,2429620.0,8058464.0,32161522.0,12366.0
2021-01-05,7826,129,18928.0,2.96,1845.0,0.0,0.0,0.0,2395732.0,8092352.0,30903804.0,11554.0
2021-01-06,8841,92,29744.0,3.3,4658.0,0.1,0.0,0.0,2265820.0,8222264.0,32054352.0,12916.0
2021-01-07,10647,104,29879.0,3.76,7191.0,0.1,0.0,0.0,2229667.0,8258417.0,32575065.0,14062.0
2021-01-08,10939,101,21121.0,4.12,9621.0,0.2,0.0,0.0,2417040.0,8071044.0,30639577.0,15527.0
2021-01-09,9495,95,7092.0,4.33,3766.0,0.3,0.0,0.0,2424839.0,8063245.0,32072098.0,15256.0
2021-01-10,7989,93,3840.0,4.390000000000001,2393.0,0.3,0.0,0.0,2575866.0,7912218.0,28805789.0,17046.0
2021-01-11,5772,91,25731.0,4.73,9185.0,0.4,0.0,0.0,2408059.0,8080025.0,30839550.0,14505.0
2021-01-12,5783,113,37715.0,5.19,8258.0,0.5,0.0,0.0,2372273.0,8115811.0,30723956.0,14375.0
2021-01-13,7630,106,38418.0,5.8100000000000005,7395.0,0.5,0.0,0.0,2330612.0,8157472.0,31974075.0,16203.0
2021-01-14,7934,95,43107.0,6.470000000000001,4118.0,0.6,0.0,0.0,2277339.0,8210745.0,32346667.0,14722.0
2021-01-15,9064,101,39998.0,7.15,4738.0,0.6,0.0,0.0,2240424.0,8247660.0,34944447.0,14164.0
2021-01-16,7234,129,17987.0,7.68,1466.0,0.6,0.0,0.0,2449866.0,8038218.0,35860849.0,11777.0
2021-01-17,6330,101,9574.0,7.78,1438.0,0.6,0.0,0.0,2366482.0,8121602.0,31761851.0,18050.0
2021-01-18,4163,85,20228.0,8.2,4596.0,0.7,0.0,0.0,2105995.0,8382089.0,35468821.0,19581.0
2021-01-19,5382,111,46745.0,8.809999999999999,9110.0,0.8,0.0,0.0,2424354.0,8063730.0,30567386.0,13861.0
2021-01-20,6458,124,57323.0,5.9,8933.0,0.9,0.0,0.0,2355212.0,8132872.0,31579270.0,13766.0
2021-01-21,7095,113,62885.0,6.5,5394.0,0.9,0.0,0.0,2197600.0,8290484.0,33356055.0,17603.0
2021-01-22,6818,98,66427.0,7.1,5044.0,1.0,0.0,0.0,2103594.0,8384490.0,35141964.0,16493.0
2021-01-23,6661,92,38278.0,7.4,2616.0,1.0,0.0,0.0,2196885.0,8291199.0,34155242.0,13764.0
2021-01-24,5261,90,16492.0,7.6,1186.0,1.0,0.0,0.0,2459395.0,8028689.0,30376562.0,20188.0
2021-01-25,3750,76,36577.0,8.0,13663.0,1.1,0.0,0.0,2329390.0,8158694.0,29955245.0,19515.0
2021-01-26,4697,100,37849.0,8.3,19221.0,1.3,0.0,0.0,2226272.0,8261812.0,31997905.0,15382.0
2021-01-27,5361,79,38657.0,8.7,18433.0,1.5,0.0,0.0,2217320.0,8270764.0,32114715.0,16315.0
2021-01-28,6414,111,33264.0,9.0,17327.0,1.6,0.0,0.0,2321199.0,8166885.0,30705031.0,15796.0
2021-01-29,5137,85,38381.0,9.4,16665.0,1.8,0.0,0.0,2172504.0,8315580.0,33721098.0,15349.0
2021-01-30,5811,90,22158.0,9.6,7804.0,1.9,0.0,0.0,2212213.0,8275871.0,33709659.0,13461.0
2021-01-31,4328,77,11743.0,9.7,2194.0,1.9,0.0,0.0,2656900.0,7831184.0,27872744.0,21811.0
2021-02-01,2734,85,19994.0,17.71,19325.0,2.1,0.0,0.0,2286378.0,8201706.0,33172569.0,19086.0
2021-02-02,10529,93,22869.0,17.9,26351.0,2.3,0.0,0.0,2249869.0,8238215.0,33461987.0,15087.0
2021-02-03,4579,64,31289.0,18.6,29988.0,2.6,0.0,0.0,2173451.0,8314633.0,32926636.0,15550.0
2021-02-04,5522,56,42476.0,19.1,32040.0,2.9,0.0,0.0,2125676.0,8362408.0,33240601.0,17461.0
2021-02-05,4468,69,41508.0,19.799999999999997,32479.0,3.2,0.0,0.0,2048823.0,8439261.0,35410216.0,17472.0
2021-02-06,4481,56,26712.0,20.5,16676.0,3.4,0.0,0.0,2116831.0,8371253.0,34633885.0,14568.0
2021-02-07,3285,54,4607.0,20.8,6110.0,3.5,0.0,0.0,2425544.0,8062540.0,32837859.0,23044.0
2021-02-08,2693,67,22313.0,21.2,24957.0,3.7,0.0,0.0,2225243.0,8262841.0,35900759.0,23709.0
2021-02-09,3246,57,16543.0,21.5,40179.0,4.1,0.0,0.0,2213109.0,8274975.0,36701444.0,18530.0
2021-02-10,3748,63,29830.0,22.1,47667.0,4.5,0.0,0.0,2167830.0,8320254.0,36209695.0,17707.0
2021-02-11,4236,62,1079681.0,22.5,44111.0,4.9,0.0,0.0,2119010.0,8369074.0,36054081.0,20797.0
2021-02-12,3711,39,76834.0,23.2,50706.0,5.4,0.0,0.0,2047474.0,8440610.0,34525133.0,20984.0
2021-02-13,3609,55,72597.0,23.9,25253.0,5.7,0.0,0.0,2395113.0,8092971.0,31927358.0,15679.0
2021-02-14,2460,53,59230.0,24.5,12427.0,5.8,0.0,0.0,2387521.0,8100563.0,32149748.0,23552.0
2021-02-15,1911,42,43215.0,24.9,31033.0,6.1,0.0,0.0,2086139.0,8401945.0,37100105.0,22534.0
2021-02-16,2311,45,22424.0,25.1,42306.0,6.5,0.0,0.0,1985347.0,8502737.0,38860757.0,16767.0
2021-02-17,3242,40,45426.0,25.5,43793.0,6.9,0.0,0.0,1975440.0,8512644.0,38354198.0,15946.0
