state,tot_cases,new_case,tot_death,new_death
DE,"23,545",161,723,4
MD,"472,224",890,"9,871",4
CA,"10,701","1,510",237,34
SC,"1,637,232","2,140","18,225",4
OR,"172,931",725,"2,455",6
NJ,"2,698,100","1,428","34,627",4
ID,"2,419",0,73,0
MT,"102,768",152,"1,409",3
NC,"1,624,184","4,863","19,684",28
CA,"4,225,740","14,317","64,291",90
NJ,"834,715","4,034","23,888",34
MD,"1,211,634",0,"15,114",0
VT,"1,349",9,57,0
MD,"239,362","2,401","5,502",52
DE,"144,969",398,"2,197",3
NC,"1,178,091","8,197","14,751",48
DC,"65,623",252,"1,195",1
NC,"42,813","1,493","1,197",12
NV,"440,500",707,"7,412",45
MN,"485,655",425,"6,558",4
NC,"435,599","7,078","6,483",69
RI,"380,266",158,"3,596",0
OR,"696,717",0,"6,709",0
OR,"193,014",598,"2,559",10
NE,"432,564","3,615","3,657",25
SC,"582,017",428,"9,509",2
OR,"494,945","8,743","5,845",31
NH,2,1,0,0
LA,"1,418,197","2,269","17,823",7
RI,0,0,0,0
DC,"135,681",106,"1,327",0
CT,"50,897",0,"4,453",0
NV,"304,112",350,"5,256",7
CT,"349,743",92,"8,278",-1
ID,"189,586",225,"2,064",6
WI,"1,728,344",0,"14,807",0
RI,"143,938",97,"2,707",1
NJ,"1,410,275","18,941","28,848",26
DE,"139,903",340,"2,139",4
VT,963,17,54,0
DE,"141,112",320,"2,149",1
ME,"4,606",19,134,1
AZ,"15,315",418,763,16
SC,"39,309","1,636",766,26
NJ,"1,345,717","7,345","28,714",6
CT,"902,096",327,"11,385",0
FSM,0,0,0,0
ME,"265,602",329,"2,401",1
MD,"443,257",906,"9,263",15
DE,"107,710",19,"1,842",2
WI,"1,835,416",0,"15,091",0
NE,"483,133",828,"4,240",6
IL,"1,944,056",0,"30,202",0
NE,"476,952",108,"4,034",8
SC,"105,891",749,"2,138",45
CT,"801,078","3,462","10,926",0
NC,"37,569",828,"1,148",21
OR,"28,471",116,494,8
ID,"1,609",22,41,0
CT,0,0,0,0
NC,"1,012,837","1,228","13,724",7
MD,"132,918",575,"4,160",10
VA,"1,941,358","2,316","20,873",1
CA,"9,007,008","4,985","86,025",171
WI,"24,722","2,796",695,13
VT,"22,687",6,249,1
VA,"377,300","5,387","5,226",35
NJ,"1,338,372","7,644","28,708",33
NJ,"2,514,115","4,498","34,099",8
VT,"126,229",99,650,0
WY,"93,764",681,"1,041",0
IL,2,0,0,0
DE,"107,562",35,"1,837",2
RI,"21,324",60,"1,055",1
MT,"218,047","2,059","2,964",7
MI,"2,369,853","1,112","35,135",128
WY,441,13,6,4
CT,"313,956",0,"7,904",0
MI,"2,804,588",0,"38,317",0
WI,"1,072,270","5,726","10,894",43
MN,"711,094","2,874","8,256",13
VT,"2,280",25,58,0
NE,"261,080",881,"2,382",3
MT,"142,513","1,174","1,901",14
CT,"865,196",281,"11,165",0
DC,"21,038",101,678,1
DC,"52,843",66,"1,151",1
VT,"20,617",150,238,0
FSM,0,0,0,0
NJ,"2,147,857","1,572","32,483",84
ID,"397,931","2,565","4,537",40
OR,"79,293","1,133",973,20
CA,"9,115,022",0,"88,557",0
ME,"72,033",216,901,0
RI,"382,739",271,"3,609",0
IL,"1,378,388","1,139","25,057",28
VI,"3,041",0,27,0
OR,"273,896","1,833","3,155",14
CA,"11,137,381",0,"94,351",0
KY,"66,314",803,"1,391",10
DE,797,69,19,2
NJ,"350,010","4,877","16,925",39
VA,"953,460",0,"14,492",0
CA,"4,787,698","6,188","70,150",140
MT,"111,454",77,"1,607",1
LA,"1,385,619","2,039","17,616",10
VI,"6,102",31,63,1
CT,"303,510","1,488","7,862",10
DC,"134,678",114,"1,321",3
ID,"47,088",662,506,3
DC,"23,854",265,704,3
MI,"2,849,047",0,"38,767",0
KY,"150,661","3,058","2,583",46
SC,"1,467,457",256,"17,401",36
WI,"665,210",749,"7,625",11
IL,"3,563,653",0,"38,882",0
OR,"155,787",190,"2,212",4
NE,"307,896",0,"3,146",0
ME,"288,246",288,"2,573",3
ME,"283,613",0,"2,513",0
OR,"155,315",437,"2,208",2
MD,"993,228",718,"13,917",12
CA,"1,764,374","41,012","22,080",263
VA,"594,735","1,173","10,019",34
MD,0,0,0,0
FSM,0,0,0,0
WI,"1,683,264",0,"14,639",0
MD,"433,359","1,564","9,112",11
MO,"1,425,626",0,"20,360",0
NH,"338,864",566,"2,628",1
LA,"446,955",218,"10,174",9
ID,"1,210",40,15,2
MN,"1,580,508",0,"13,242",0
WI,"635,314",861,"7,292",15
VT,834,5,51,0
VI,"20,606",44,117,0
VA,"57,443",650,"1,607",5
VA,"2,074,003",967,"21,693",0
NV,"106,922","1,562","1,845",21
DE,"109,787",147,"1,868",1
DE,"42,754",639,913,14
WY,"33,305",816,215,0
CT,"805,329","1,581","10,941",5
ID,"414,513",0,"4,676",0
CA,"8,816,088","40,158","82,026",589
WY,"175,746",0,"1,888",0
CT,"737,276",0,"10,779",0
NH,"7,254",8,432,0
MD,"477,117","1,047","9,898",5
MN,"29,316",447,"1,280",13
MD,"96,258",755,"3,708",5
WI,"707,327",824,"8,324",2
NH,"68,379",318,"1,104",6
MI,"235,137","1,710","7,039",14
MO,"537,234","1,393","8,272",14
NJ,"157,523",578,"11,401",62
AZ,"1,042,480","2,988","19,147",6
MT,0,0,0,0
VT,"1,610",3,57,0
DE,"107,909",13,"1,848",1
SC,"3,305",142,80,8
AZ,1,0,0,0
MN,"1,359,058","6,610","11,749",38
NH,"333,789",0,"2,602",0
LA,0,0,0,0
OR,"2,635",56,109,5
NE,"115,692","1,866",934,25
CT,"772,709","1,947","10,883",8
MT,34,7,0,0
RI,"333,932",457,"3,404",2
VI,"7,344",15,84,0
OR,"168,795",667,"2,439",5
LA,"780,668",0,"14,924",0
MT,"271,030",330,"3,204",1
RI,"147,554",244,"2,742",0
VI,"5,169",76,41,0
NH,"17,281",484,508,1
MD,"456,428",212,"9,558",13
NV,0,0,0,0
SC,"1,503,407","1,550","17,923",1
MT,"195,417",246,"2,890",1
MI,"2,606,431",0,"36,918",0
MT,0,0,0,0
WI,"1,716,035","1,975","14,756",10
VA,"74,431",904,"2,007",15
NE,"244,175","1,119","2,319",4
MI,"251,130","1,570","7,232",13
MD,"1,255,384",0,"15,427",0
WY,"51,912",208,596,0
MD,"73,109",642,"3,440",13
CT,"416,573",841,"8,865",12
WI,"674,141",138,"7,830",0
SC,"1,419,280","5,701","15,880",45
SC,"495,711","2,940","7,899",58
NV,"447,173","1,496","7,547",24
DC,"158,548",267,"1,355",3
NJ,"1,017,337",288,"26,265",18
NC,"24,924",618,905,28
MI,"92,435",348,"5,737",32
SC,"240,300","2,271","4,587",6
NV,"830,993",491,"11,257",0
VA,"344,345","4,048","4,984",64
NH,"24,138",448,559,7
WY,"4,747",95,49,0
NC,"999,206",433,"13,635",9
ME,"69,364",31,862,0
IL,"3,151,710","4,047","37,919",13
WI,"200,466","4,643","1,774",49
MT,"7,063",134,100,2
IL,"894,367","7,562","16,326",120
LA,"35,161",329,"2,581",18
NH,"315,447",587,"2,493",1
NE,"485,756",0,"4,284",0
MO,"306,211","2,136","4,599",64
AZ,"2,211,463","15,034","30,842",74
DE,"289,266",683,"3,008",7
ID,"437,061","1,028","4,814",7
WI,"1,763,632",0,"14,880",0
DC,"79,565","1,904","1,207",0
DE,"198,492","4,436","2,467",7
KY,"218,969","3,258","3,679",46
SC,"552,997",788,"9,104",0
AZ,"885,042",433,"17,715",2
NC,"157,734","1,516","2,762",29
VT,"130,216",83,673,0
WY,"91,439",270,996,0
OR,"348,766","1,150","4,161",20
NH,"94,676",271,"1,301",5
ME,"38,009",350,562,4
NE,"212,967",539,"2,183",0
SC,"220,201","1,396","4,388",28
DC,"9,389",57,491,2
IL,"3,407,189",0,"38,510",0
NC,"179,478","1,154","3,155",28
CA,"4,770,213","4,091","69,756",15
OR,"152,190",477,"2,149",0
MD,"458,680",160,"9,625",11
VI,"14,158",130,94,0
NC,"3,191,620","2,771","26,797",12
DE,"297,517",337,"3,028",0
DE,"123,116",534,"1,962",4
IL,"3,053,185","1,388","37,459",21
MI,"1,060,343","1,880","21,548",8
SC,"1,685,134","1,936","18,293",11
WI,"917,469","4,232","9,657",16
VA,"1,545,636","20,045","16,217",90
NJ,"2,654,188","2,617","34,456",9
VT,"34,905",138,339,1
DC,"26,601",259,737,7
LA,"764,354",0,"14,685",0
LA,"1,167,962",0,"17,076",0
NH,"95,714",208,"1,307",2
CT,"404,969",0,"8,790",0
FSM,0,0,0,0
ME,"218,739",284,"1,804",0
WI,"51,715",988,898,13
MD,"149,964","1,198","4,334",11
IL,"1,657,970","1,967","28,041",19
RI,"13,016",182,557,18
RI,"24,449",127,"1,124",4
RI,"343,715",204,"3,522",0
NC,"3,117,674","3,326","26,488",21
OR,266,57,10,2
MD,"50,988","1,279","2,585",45
NV,"747,941","3,749","10,923",14
ME,"74,534",310,923,2
MO,"1,453,570",0,"20,602",0
NE,"205,124",374,"2,122",2
RI,"140,722",295,"2,670",2
RI,"18,750",122,"1,013",0
NH,"6,831",13,419,0
WI,"670,362",558,"7,726",14
WI,"1,380,799","83,187","11,712",63
DE,"146,401",365,"2,204",1
DC,902,145,21,6
DE,"84,404",281,"1,593",3
DE,"9,981",77,523,0
VT,0,0,0,0
OR,"410,565",0,"5,598",0
OR,0,0,0,0
NC,"1,566,669","2,922","19,351",28
WI,"1,841,715","1,655","15,117",12
SC,"939,522","1,639","14,512",4
CT,"43,091",112,"3,989",17
WI,"31,033",326,784,0
DC,"136,886",288,"1,333",2
NC,"5,018",185,142,17
VA,0,0,0,0
OR,"138,168",568,"1,880",3
MN,"1,515,724","1,964","12,974",15
AZ,"22,223",973,981,40
MI,"932,884","3,934","18,686",87
ID,"490,003",603,"5,118",3
NC,"104,798","1,813","1,863",25
LA,"828,695",0,"14,986",0
VA,"488,553","5,227","6,228",54
AZ,"2,271,560",0,"31,370",0
ME,"69,544",38,882,0
SC,"585,597",414,"9,581",2
VA,"902,938",0,"13,391",0
NC,"229,137","2,173","4,081",30
AZ,"4,507",273,169,19
MN,1,0,0,0
VT,"1,382",7,57,0
KY,"1,489,825","2,100","16,764",9
DC,"49,082",14,"1,136",0
RI,"8,816",305,279,13
SC,"505,340","1,143","8,125",61
WI,9,1,0,0
LA,"475,722",184,"10,648",0
IL,"115,833","1,527","5,186",103
ME,"278,195",270,"2,493",0
RI,"194,342",543,"2,969",6
MO,"575,493",707,"8,875",8
OR,"318,915","1,808","3,661",12
SC,"128,519","1,577","2,860",45
WY,"5,305",136,50,0
DE,"5,951",164,270,11
MI,"1,517,325",0,"26,108",0
MD,"38,804",836,"2,096",50
FSM,5,0,0,0
ID,"221,389","1,226","2,363",32
WY,"157,861",0,"1,820",0
SC,"605,692",337,"9,906",3
DE,"309,265",76,"3,112",1
WI,0,0,0,0
NV,"325,392",361,"5,600",1
MD,"53,327",549,"2,688",35
MO,"6,172",133,274,10
WY,"139,461","1,588","1,625",24
NE,"135,968","2,098","1,186",27
MI,"999,577",254,"20,817",22
OR,"252,977","2,142","3,012",18
RI,"188,902",995,"2,949",1
MO,"1,385,030","2,023","18,332",8
FSM,"6,021",603,10,0
OR,"44,388",595,675,2
RI,"145,324",38,"2,736",0
ID,"179,204",317,"1,954",0
MD,"17,766","1,150",912,68
CA,"11,278,564","25,111","95,414",249
NV,"728,159","1,847","10,819",5
MD,"483,641","1,060","9,940",10
WY,"40,310",246,328,0
ID,"108,366","1,911","1,032",18
NJ,0,0,0,0
FSM,5,0,0,0
MD,"469,910",368,"9,860",5
NE,"1,753",108,38,5
FSM,"20,833",0,49,0
LA,"471,663",246,"10,592",16
NC,"1,313,662","6,898","16,191",81
MT,"274,598",0,"3,378",0
NC,"1,555,730","3,679","19,272",29
DC,"168,141",109,"1,383",0
CA,"400,769","9,231","7,677",26
NJ,"1,160,878","1,246","27,488",16
MD,"570,806",983,"11,072",20
VT,"1,151",2,55,0
NV,"97,479",574,"1,766",10
DC,"10,390",25,554,1
NC,"2,189,318","24,327","21,037",97
ME,"86,066",563,982,3
ME,"110,203",834,"1,217",2
WY,"52,784",157,624,0
MN,"1,115,198","10,704","11,027",49
WI,"18,543",140,595,3
DE,5,0,0,0
MT,"292,026",0,"3,455",0
NC,"9,782",447,399,15
RI,"367,943",844,"3,562",1
NV,"834,897",409,"11,316",19
IL,"2,881,721","14,422","34,298",167
OR,"196,787",397,"2,601",7
ME,117,10,0,0
MN,"586,959","1,282","7,317",8
KY,"699,217","3,298","10,619",53
DE,"283,370",352,"2,982",0
MI,"576,755","2,290","13,463",98
CT,"881,252",649,"11,299",0
LA,"760,246",246,"14,565",10
AZ,1,0,0,0
MO,"739,469","1,444","10,206",1
MT,"8,000",133,111,0
NH,"40,809",876,708,7
WY,"173,487",0,"1,871",0
SC,"1,102,713","14,283","14,841",12
ME,0,0,0,0
CT,"4,915","1,091",132,20
FSM,0,0,0,0
ME,0,0,0,0
IL,"1,695,524",0,"28,620",0
NC,"2,958,018","5,707","25,927",11
NC,"996,901",323,"13,599",3
MD,"523,760","1,405","10,385",13
ID,"143,305",798,"1,459",11
RI,"3,181",258,73,10
AZ,"1,214,419","3,086","21,653",2
WY,716,15,7,0
NC,0,0,0,0
MN,"1,452,547",0,"12,778",0
VA,"711,078","1,759","11,578",7
WI,"448,009","4,620","4,054",81
WY,"175,746",0,"1,888",0
MO,"1,537,658",0,"20,838",0
VT,588,18,24,1
MT,"197,724",0,"2,906",0
IL,32,0,0,0
WI,0,0,0,0
RI,"261,480","4,940","3,126",3
CT,"52,040",29,"4,463",3
IL,"3,074,434","1,798","37,727",36
LA,"134,304","1,179","4,361",48
LA,"486,589",786,"10,771",6
MO,"1,275,650","5,697","17,038",13
IL,"1,241,993","2,404","23,542",15
CT,"290,577",0,"7,765",0
NE,"413,056",0,"3,569",0
DE,"267,043",603,"2,960",1
FSM,3,0,0,0
CA,"5,844,204","77,848","76,054",0
VI,"1,807",16,23,0
MO,"139,004","1,752","2,567",42
LA,"414,354","1,365","9,162",20
RI,"24,841",209,"1,126",1
KY,"38,856",813,955,10
MD,"1,118,785",0,"14,729",0
WI,"706,503",823,"8,322",0
MI,"2,063,409","79,353","30,869",160
NE,"500,574",0,"4,342",0
MN,"43,170",398,"1,548",6
NE,0,0,0,0
VI,"7,357",13,84,0
DC,"13,354",29,600,1
AZ,"2,062,669",0,"30,332",0
SC,"10,486",208,427,3
DE,"107,527",20,"1,835",0
DC,"16,395",25,641,0
LA,"401,591",965,"8,912",53
NE,"527,056",459,"4,454",5
VT,"8,476",107,160,3
MT,"116,634",92,"1,708",2
NV,"439,793",728,"7,367",22
DC,0,0,0,0
NH,"75,166",273,"1,170",3
LA,"433,045",518,"9,716",30
VA,"696,774","1,144","11,533",0
DE,"269,695",646,"2,962",0
AZ,"2,021,524",0,"29,951",0
LA,"261,329","2,415","6,724",40
ME,587,28,16,2
FSM,9,0,0,0
DE,"11,000",97,566,2
MI,"1,195,574","3,272","22,714",6
NV,"711,794",343,"10,018",2
MO,"623,734","1,108","9,340",0
KY,"12,431",71,582,12
DC,"165,478",423,"1,376",0
WY,"176,256",0,"1,891",0
OR,"14,579",430,260,3
CA,"3,488,467","3,504","52,823",394
MN,"88,721",914,"2,015",13
CT,"474,557",0,"9,077",0
DC,"168,576",0,"1,392",0
LA,"166,848",533,"5,490",10
ME,"57,323",510,764,1
NV,"466,400","1,767","7,930",12
NC,"29,465",779,"1,009",21
MI,"31,222","1,112","1,779",155
NE,"197,179",211,"2,002",0
MI,"695,257","1,601","16,711",17
RI,0,0,0,0
MD,"1,173,854","4,073","14,942",23
DC,"49,297",13,"1,141",0
NJ,"806,370","3,701","23,521",30
VI,"13,110",157,90,0
ME,794,25,24,4
WY,933,12,17,0
NJ,"978,853","3,149","25,143",9
VA,"734,079",0,"11,647",0
MT,"193,905",187,"2,830",9
MN,"458,633","1,316","6,208",16
WI,"693,933","1,744","8,305",3
WY,"114,917",293,"1,526",0
LA,"657,173","3,629","11,956",19
SC,0,0,0,0
OR,"7,818",250,202,5
DE,"107,628",38,"1,840",3
NH,"326,610",315,"2,543",1
CT,"382,798","1,066","8,447",0
NE,"282,287",598,"2,942",1
ID,"1,458",51,27,0
MD,"1,037,863","2,855","14,482",5
NJ,"873,840","4,803","24,242",61
MT,"9,244",137,140,2
ME,"5,692",20,143,0
RI,"123,136",333,"2,551",2
NC,"992,970",481,"13,549",11
IL,"1,382,186",521,"25,223",38
MI,"2,393,265","3,759","35,776",70
MD,"93,005",579,"3,670",9
VI,"1,327",1,20,0
NH,"127,421",648,"1,516",5
OR,"2,916",77,115,2
SC,"1,521,049","1,727","17,988",2
MI,"606,972","2,947","14,294",69
VT,"11,188",105,181,2
NJ,"627,221","5,132","20,439",25
AZ,"1,858,385","13,473","26,206",23
MN,"77,085","1,221","1,882",16
VI,69,0,4,0
NJ,"2,385,951","4,778","33,693",15
WI,"676,442",36,"8,041",18
CT,"348,426",38,"8,261",0
LA,"1,389,464",0,"17,633",0
CT,"55,386",220,"4,488",1
RI,"142,665",148,"2,695",2
ID,"443,035",424,"4,861",27
SC,"1,471,300",149,"17,680",1
CT,"45,913",14,"4,287",10
SC,"550,043","1,142","9,074",11
WI,"20,571",322,645,12
NV,"840,410",0,"11,385",0
NV,"842,536",349,"11,411",3
NV,"302,616",445,"5,226",11
CA,"3,658,198","1,231","61,305",59
MD,"1,177,492","1,975","14,972",10
MN,"960,425","3,646","10,042",46
VI,66,0,4,0
MT,0,0,0,0
MD,"60,613",416,"3,008",23
VI,"1,337",0,21,0
VT,"15,761",80,213,1
IL,"3,040,861","1,055","37,180",29
CA,"52,197","1,755","2,083",95
OR,"159,788",171,"2,324",2
SC,"1,528,251",814,"18,010",0
VT,"16,580",82,215,0
VA,"1,705,650","4,203","20,237",1
WI,"15,584",307,514,4
MD,"43,531","1,208","2,262",36
MI,"709,077","2,315","16,816",13
OR,"885,963",0,"8,492",0
KY,"953,072","6,784","13,361",31
MI,"153,182","1,529","6,458",6
VT,"12,471",158,191,2
DC,"63,400",55,"1,185",0
OR,"894,776",0,"8,561",0
VI,"18,037",202,113,0
MN,"490,483",472,"6,624",6
NE,"477,197",11,"4,047",1
MI,"2,731,787",0,"37,774",0
CT,"409,929","2,179","8,826",17
WI,0,0,0,0
ME,"73,913",339,921,12
NE,"272,721",346,"2,855",0
MT,445,1,14,0
ID,23,13,0,0
WY,"1,550",36,20,0
AZ,"649,434","7,314","10,855",182
NE,"268,233",392,"2,840",0
OR,"16,104",391,282,9
DC,"44,248",73,"1,059",3
CA,"4,382,003","11,828","65,243",104
KY,"1,331,226",70,"16,076",6
NC,"948,822","1,465","13,059",14
VA,"188,770","1,568","3,682",-6
SC,"59,922","1,509",975,13
WI,"34,740",533,803,0
MN,"406,545","2,142","5,166",57
OR,"89,838","1,551","1,123",13
NC,"711,427","6,818","10,170",98
CA,"5,204,695","26,273","75,167",171
CT,"797,616",0,"10,926",0
MD,"382,702",603,"8,397",15
KY,"6,275",180,330,7
VA,"2,045,387","2,497","21,463",24
NC,"2,969,607","5,639","25,955",15
MO,"1,407,795",582,"19,864",123
ID,"33,667",190,385,1
VI,"2,579",0,25,0
KY,"47,401",717,"1,085",14
MN,"1,415,652","2,076","12,311",22
OR,"214,263",533,"2,834",1
AZ,"787,740","4,384","14,286",231
ME,"213,168",917,"1,751",13
NE,"226,246",65,"2,278",0
SC,"1,483,347",821,"17,886",6
KY,"400,190","1,503","6,836",19
DE,"91,154",200,"1,685",0
ID,"1,836",34,54,0
RI,"100,362",761,"2,012",12
MN,"476,292",913,"6,472",14
NC,"2,860,332","4,027","25,614",12
MT,"102,966",198,"1,414",5
ID,"443,479",170,"4,864",4
ID,0,0,0,0
VA,"686,206",721,"11,487",4
LA,"557,540","4,753","11,085",59
CT,"317,729","1,074","7,930",7
DC,"8,110",144,432,5
LA,"23,118",586,"1,213",57
CT,"400,226",0,"8,739",0
SC,"592,736",311,"9,718",4
SC,"267,861","2,947","4,847",43
DE,"17,968",148,639,0
DE,"108,430",17,"1,857",1
FSM,13,0,0,0
RI,"32,210",465,"1,206",3
NH,"5,558",14,339,0
ID,0,0,0,0
WY,"110,824",560,"1,347",0
NV,"87,405",479,"1,739",17
AZ,"840,513",554,"16,918",6
MD,"285,319","2,148","6,386",44
CA,"5,033,935","4,163","73,214",15
CT,"474,557","3,416","9,077",-1
MN,"397,319","2,684","4,909",70
MN,"304,023","9,022","3,580",45
DC,"134,326",212,"1,317",0
ID,"301,191",664,"3,785",33
ME,"1,986",65,75,0
IL,"3,094,485",0,"37,815",0
RI,"156,720",378,"2,781",4
SC,"1,604,898","2,645","18,199",46
MI,"1,040,673","1,975","21,393",11
NV,0,0,0,0
RI,0,0,0,0
NC,"1,427,898","1,574","17,764",40
RI,"404,837",0,"3,669",0
ID,"382,466","2,164","4,425",4
MN,"1,590,564","10,056","13,293",51
NV,"176,334","3,053","2,384",25
MI,"1,006,002",327,"21,116",2
ME,"267,711",310,"2,408",0
IL,"1,608,825","3,505","27,398",47
RI,"4,375",292,118,13
KY,"1,566,907","1,894","16,980",1
ME,"7,037",125,150,2
AZ,0,0,0,0
LA,"1,233,000",0,"17,418",0
ME,"21,300",382,292,0
OR,"150,034",458,"2,137",43
CA,"746,191","3,326","13,963",116
WY,"9,025",209,57,0
ID,"104,734","1,429",991,31
MD,"85,524",648,"3,579",10
WI,"669,427",622,"7,712",5
MO,"15,708",304,956,4
NJ,"2,119,298","3,993","31,663",106
NH,"102,659",306,"1,394",1
VI,"4,389",14,35,0
WI,"1,569,673",871,"13,223",67
FSM,38,0,0,0
CT,"109,152",0,"4,926",0
NE,"51,186","1,029",514,0
LA,"27,111",279,"1,740",11
MD,"400,705",682,"8,721",16
AZ,"2,271,560",0,"31,370",0
WY,0,0,0,0
FSM,0,0,0,0
VT,"22,002",24,245,0
CA,"10,844,550","47,632","93,193",137
CA,"781,694","3,294","14,873",25
CT,"751,810",0,"10,834",0
VA,"516,398","3,059","6,650",75
DC,"168,576",62,"1,392",0
NJ,"1,098,526","1,735","26,929",10
FSM,21,0,0,0
RI,"156,173",217,"2,774",0
DC,"127,200",0,"1,267",0
NE,"453,569",0,"3,956",0
ME,"125,985","1,229","1,327",3
WY,"42,664",285,373,0
RI,"22,436",169,"1,087",3
NV,"42,037","1,897",758,23
CT,"183,663","1,696","5,964",40
KY,"741,318","1,068","11,605",26
LA,"1,457,349",297,"18,102",5
NV,"424,200",625,"7,188",8
FSM,0,0,0,0
OR,0,0,0,0
MN,"1,507,168","2,186","12,943",5
DC,"135,223",0,"1,326",0
SC,"69,603","1,553","1,143",38
CA,"3,335,926","15,064","43,456",438
AZ,"185,112","1,407","4,081",79
ID,"172,827",240,"1,876",0
DE,"124,613",544,"1,982",5
NV,0,0,0,0
DC,0,0,0,0
WI,155,49,0,0
NH,"336,445",0,"2,618",0
NE,"327,301",870,"3,298",5
MN,"43,170",0,"1,548",0
MO,"202,877","1,900","3,505",38
NV,"772,681","3,100","11,031",5
LA,"1,214,337","3,577","17,375",2
AZ,"2,224,964",0,"30,901",0
NH,"78,813",198,"1,199",0
IL,"3,446,267","10,862","38,616",15
DE,"118,240",329,"1,925",2
NC,"1,100,586","6,160","14,142",37
NC,"1,200,271","6,178","14,944",58
CA,"23,253",905,692,34
LA,"1,162,537",0,"16,606",0
NV,"468,167",393,"7,972",0
CT,"348,088",67,"8,253",7
KY,"76,265",918,"1,533",10
VI,73,0,6,0
MO,"42,336",644,"1,229",6
ME,"4,342",10,131,0
NH,"345,985",0,"2,671",0
NH,"142,469",762,"1,617",4
CT,"347,563",57,"8,244",6
OR,"3,817",16,145,1
VT,796,4,48,0
VA,"2,013,714","2,657","21,262",13
DC,"48,530",64,"1,118",2
IL,"1,168,683","1,966","22,297",73
NJ,"1,021,822",268,"26,410",18
RI,"380,426",160,"3,599",3
DC,"126,187",480,"1,263",3
MD,"1,001,890",381,"14,119",14
WY,"1,417",25,20,0
MT,"170,567",0,"2,247",0
MT,"305,561",0,"3,502",0
ID,"314,492",525,"4,068",0
MO,"594,314",458,"8,995",0
LA,"1,206,020","1,909","17,361",5
CA,"3,568,426","1,962","57,936",148
NH,"29,460","1,188",590,6
WI,"771,872","3,554","8,703",21
MT,"1,123",40,23,1
NJ,"1,156,243","1,673","27,443",16
VA,"182,392","1,202","3,655",1
MT,"114,268",28,"1,673",0
CT,"349,352",51,"8,278",2
LA,"76,803","2,167","3,403",23
ID,"2,803",34,82,0
CA,"3,677,235","1,418","61,855",31
MN,789,0,22,0
CT,"19,815","1,853","1,331",204
NH,"18,776",0,514,0
NC,"3,159,654","3,599","26,659",18
OR,"857,426","1,195","8,192",18
DE,"132,079",631,"2,053",4
DE,"16,739",89,630,1
VI,66,0,4,0
RI,"162,705",212,"2,827",2
IL,"236,725","1,668","8,235",7
SC,"868,618","2,421","12,744",78
DC,"166,275",109,"1,382",1
MN,"1,441,279",976,"12,739",17
MN,"887,368","11,451","9,353",37
ID,0,0,0,0
IL,"3,620,877",0,"39,108",0
RI,"332,298",592,"3,393",2
NV,"40,140","1,263",735,5
VI,19,2,0,0
NC,"986,301",880,"13,444",8
SC,"581,093",726,"9,505",14
FSM,1,0,0,0
DC,"68,460",198,"1,197",0
NE,"222,881",103,"2,240",-4
SC,"1,613",255,23,6
MO,"566,304",370,"8,778",9
NE,"91,100","2,435",731,1
NE,"223,354",46,"2,249",0
WY,688,13,7,0
MI,"1,000,859",184,"20,913",11
AZ,"965,462","3,052","18,464",2
DC,"152,799",0,"1,348",0
WY,"171,322",0,"1,856",0
FSM,11,0,0,0
VT,0,0,0,0
NC,"1,471,463",946,"18,518",22
NH,"97,904",130,"1,339",6
AZ,"1,992,471",0,"28,547",0
VT,"1,038",4,54,0
MD,"448,340",939,"9,359",16
MI,"1,255,595","8,572","23,366",28
WI,"678,828",112,"8,182",0
KY,"322,826","4,017","5,527",53
NE,"537,466",223,"4,542",6
VT,"126,061",47,650,0
NH,"156,626",915,"1,683",0
OR,"823,249","1,944","7,851",12
SC,0,0,0,0
WY,"173,487",0,"1,871",0
MN,"635,222",556,"7,860",3
ME,"272,102",504,"2,462",1
FSM,0,0,0,0
VI,"15,255",9,108,0
CA,"3,169,914","16,728","37,326",666
NV,"843,712",186,"11,422",5
WI,"329,924","6,320","2,751",12
WY,"41,488",129,351,0
NV,"154,867","2,698","2,166",22
CT,"899,885",680,"11,385",0
NV,"66,938",258,"1,279",20
CT,"740,203",749,"10,795",0
WY,"59,222",49,712,0
NE,"200,075",454,"2,054",4
KY,"1,542,955","1,542","16,948",2
ME,"236,259",213,"2,202",0
AZ,"200,738",520,"4,978",49
MD,"141,741",897,"4,247",4
FSM,9,4,0,0
MO,0,0,0,0
VT,"18,810",217,228,1
NE,"492,873",581,"4,329",0
NC,"3,010,320","5,453","26,071",12
NV,"142,239","3,159","2,071",24
IL,"3,594,415",0,"38,966",0
WY,95,8,0,0
MI,"2,384,088",856,"35,572",29
MO,"1,608,884",0,"21,254",0
ME,699,63,19,0
VT,"13,676",77,202,1
VI,"7,329",23,84,1
NJ,"1,170,140","1,828","27,590",20
NV,"85,871",380,"1,707",2
RI,"104,532","1,019","2,077",7
DC,"24,357",259,709,1
VA,"932,173","1,494","14,089",37
DC,"13,794",72,605,0
DC,31,9,0,0
MT,"311,830","1,099","3,555",35
IL,32,0,0,0
CA,"3,416,147","4,090","47,086",291
WY,"59,660",70,713,0
DC,"15,519",46,631,2
MT,"273,489",76,"3,262",0
IL,"3,762,220",0,"39,698",0
OR,"749,722","2,380","7,586",6
MD,"267,198","1,758","6,061",52
MO,"805,879","2,129","11,290",14
LA,"1,457,349",0,"18,102",0
NJ,"923,396","4,445","24,632",17
